Quarter,GDP,GDP Non-Oil,GDP Oil,REER,CPI,OPEC,Exports,log_GDP,log_Non_oil_GDP,log_Oil_GDP,log_REER,log_CPI,log_OPEC,log_Exports,dlog_GDP,dlog_Non_oil_GDP,dlog_Oil_GDP,dlog_REER,dlog_CPI,dlog_OPEC,dlog_Exports
2018Q3,881047.4010051001,401437.3143664029,308420.8672567627,99.30250066773505,99.79092748467748,80.83241238810213,318861.1611578526,13.688866707108978,12.902806671577878,12.639220581341949,4.598170753692099,4.60307727221797,4.392378028507645,12.672511055546185,0.010746617031399452,0.011904834730287916,0.049120341942106904,0.021053889767364886,-0.006195162726490899,0.04759925464360659,0.027759151669442872
2018Q4,912297.1602721578,409877.7757356113,314192.5971423683,99.26375066773504,99.12939288535057,76.78152224541518,321082.82750400645,13.723721049615971,12.923614286275555,12.657761443553364,4.597780455741351,4.596425995597025,4.340964015442999,12.679454398435736,0.03485434250699271,0.020807614697677224,0.018540862211414932,-0.00039029795074796425,-0.006651276620944557,-0.05141401306464566,0.0069433428895511184
2019Q1,846327.9189416021,406034.2982523287,259271.3545622325,97.02343015491452,97.4419454902544,71.00688683494236,304774.44192708336,13.64866217452869,12.914192913469778,12.465630493238494,4.5749524973241735,4.579256769795257,4.26277687001259,12.627327247333593,-0.07505887508728115,-0.00942137280577704,-0.19213095031486915,-0.022827958417177108,-0.017169225801768384,-0.07818714543040972,-0.05212715110214283
2019Q2,884240.5298434271,426642.40244180494,265651.4899205618,97.39031850961538,97.70440079971755,74.8159035073317,296172.8694110577,13.69248439719237,12.963701476333553,12.489940540448197,4.57872680642279,4.581946602043677,4.315030476115716,12.59869858111449,0.043822222663679966,0.049508562863774586,0.024310047209702645,0.003774309098616868,0.002689832248420565,0.05225360610312624,-0.028628666219102428
2019Q3,880500.43327299,430591.55574455456,261712.56042721972,97.79916733440172,97.97092748467749,69.11890010864073,296666.0611578525,13.68824569899436,12.972915253280156,12.475002082885098,4.582916063041355,4.584670776339171,4.235828211589109,12.600362411997184,-0.004238698198010482,0.009213776946603858,-0.014938457563099306,0.0041892566185648406,0.00272417429549332,-0.07920226452660728,0.0016638308826930626
2019Q4,905720.2635112118,435658.7704542043,275546.7006545302,97.53375066773503,98.50939288535056,71.63217344454259,282157.32750400645,13.716485777427557,12.984614579338356,12.526512405567152,4.58019847879873,4.590151902873777,4.271544322823333,12.550220093302867,0.02824007843319798,0.011699326058199233,0.05151032268205391,-0.0027175842426254704,0.0054811265346064175,0.03571611123422436,-0.0501423186943164
2020Q1,799561.2700166729,403740.4377396598,207814.30141836198,98.07343015491453,98.5586121602544,57.43311065930597,280320.24192708335,13.591818443737779,12.9085274696216,12.244400178274075,4.585716485390039,4.590651418519819,4.050620977771305,12.543687949768758,-0.12466733368977856,-0.07608710971675592,-0.2821122272930765,0.005518006591309188,0.0004995156460418926,-0.22092334505202782,-0.006532143534109025
2020Q2,664621.4393975439,376818.5679613716,102247.64532043632,100.21031850961538,98.64106746971754,28.25705438860654,277183.7694110577,13.406972893481841,12.839519098499341,11.535153044988895,4.607271162486655,4.591487680672204,3.3413431392904083,12.532435992675493,-0.18484555025593785,-0.06900837112225844,-0.7092471332851797,0.02155467709661618,0.000836262152384748,-0.7092778384808969,-0.011251957093264764
2020Q3,739402.3013114688,387117.8688163849,167538.07293826735,101.92916733440171,103.87092745467749,45.28685220478932,244578.36115785257,13.513597437883758,12.866484496224688,12.028965905542256,4.624278134152564,4.643149046194537,3.8130167520568286,12.407291032082481,0.10662454440191738,0.026965397725346563,0.49381286055336027,0.01700697166590892,0.05166136552233347,0.4716736127664203,-0.12514496059301194
2020Q4,772240.9933794981,405368.7046362492,174564.1980111483,99.78375066773503,104.04939291535057,47.84104540585893,252609.32750400642,13.557051947882773,12.912552313760383,12.070047849879169,4.603005351100402,4.644865718275295,3.86788396153278,12.439599414202554,0.043454509999014235,0.046067817535695,0.04108194433691281,-0.021272783052162403,0.00171667208075732,0.05486720947595147,0.03230838212007292
